Date,Product,Starting Inventory,Demand,Order Quantity,Sold Quantity,Ending Inventory,Holding Cost,Ordering Cost,Sales,Stock Out
2023-01-13,Product D,38,49,114,38,114,342.0,50,1140,1
2023-01-13,Product E,147,38,0,38,109,272.5,0,950,0
2023-01-14,Product A,159,49,0,49,110,110.0,0,490,0
2023-01-14,Product B,152,76,0,76,76,152.0,0,1520,0
2023-01-14,Product C,42,59,53,42,53,79.50000000000001,50,630,1
2023-01-14,Product D,114,59,0,59,55,165.0,0,1770,0
2023-01-14,Product E,109,59,0,59,50,125.0,0,1475,0
2023-01-15,Product A,110,52,0,52,58,58.00000000000001,0,520,0
2023-01-15,Product B,76,55,67,55,88,176.0,50,1100,0
2023-01-15,Product C,53,60,133,53,133,199.5,50,795,1
2023-01-15,Product D,55,57,138,55,138,414.0,50,1650,1
2023-01-15,Product E,50,61,147,50,147,367.5,50,1250,1
2023-01-16,Product A,58,59,89,58,89,89.0,50,580,1
2023-01-16,Product B,88,58,0,58,30,60.0,0,1160,0
2023-01-16,Product C,133,70,0,70,63,94.50000000000001,0,1050,0
2023-01-16,Product D,138,54,0,54,84,252.0,0,1620,0
2023-01-16,Product E,147,59,0,59,88,220.00000000000003,0,1475,0
2023-01-17,Product A,89,31,0,31,58,58.00000000000001,0,310,0
2023-01-17,Product B,30,61,132,30,132,264.0,50,600,1
2023-01-17,Product C,63,56,120,56,127,190.50000000000003,50,840,0
2023-01-17,Product D,84,52,0,52,32,96.0,0,1560,0
2023-01-17,Product E,88,66,84,66,106,265.00000000000006,50,1650,0
2023-01-18,Product A,58,51,142,51,149,149.0,50,510,0
2023-01-18,Product B,132,60,0,60,72,144.0,0,1200,0
2023-01-18,Product C,127,61,0,61,66,99.00000000000001,0,915,0
2023-01-18,Product D,32,56,86,32,86,258.0,50,960,1
2023-01-18,Product E,106,55,0,55,51,127.50000000000001,0,1375,0
2023-01-19,Product A,149,69,0,69,80,80.0,0,690,0
2023-01-19,Product B,72,62,76,62,86,172.0,50,1240,0
2023-01-19,Product C,66,55,84,55,95,142.5,50,825,0
2023-01-19,Product D,86,54,0,54,32,96.0,0,1620,0
2023-01-19,Product E,51,59,93,51,93,232.50000000000003,50,1275,1
2023-01-20,Product A,80,53,0,53,27,27.0,0,530,0
2023-01-20,Product B,86,65,137,65,158,316.0,50,1300,0
2023-01-20,Product C,95,56,0,56,39,58.50000000000001,0,840,0
2023-01-20,Product D,32,52,123,32,123,369.0,50,960,1
2023-01-20,Product E,93,64,80,64,109,272.5,50,1600,0
2023-01-21,Product A,27,67,76,27,76,76.0,50,270,1
2023-01-21,Product B,158,58,0,58,100,200.0,0,1160,0
2023-01-21,Product C,39,45,150,39,150,225.0,50,585,1
2023-01-21,Product D,123,73,0,73,50,150.0,0,2190,0
2023-01-21,Product E,109,61,0,61,48,120.00000000000001,0,1525,0
2023-01-22,Product A,76,73,145,73,148,148.0,50,730,0
2023-01-22,Product B,100,75,147,75,172,344.0,50,1500,0
2023-01-22,Product C,150,50,0,50,100,150.0,0,750,0
2023-01-22,Product D,50,56,75,50,75,225.0,50,1500,1
2023-01-22,Product E,48,67,110,48,110,275.0,50,1200,1
2023-01-23,Product A,148,49,0,49,99,99.0,0,490,0
2023-01-23,Product B,172,63,0,63,109,218.0,0,1260,0
2023-01-23,Product C,100,73,82,73,109,163.5,50,1095,0
2023-01-23,Product D,75,58,99,58,116,348.00000000000006,50,1740,0
2023-01-23,Product E,110,73,0,73,37,92.5,0,1825,0
2023-01-24,Product A,99,67,105,67,137,137.0,50,670,0
2023-01-24,Product B,109,59,0,59,50,100.0,0,1180,0
2023-01-24,Product C,109,61,0,61,48,72.00000000000001,0,915,0
2023-01-24,Product D,116,61,0,61,55,165.0,0,1830,0
2023-01-24,Product E,37,41,53,37,53,132.50000000000003,50,925,1
2023-01-25,Product A,137,61,0,61,76,76.0,0,610,0
2023-01-25,Product B,50,55,89,50,89,178.0,50,1000,1
2023-01-25,Product C,48,59,111,48,111,166.50000000000003,50,720,1
2023-01-25,Product D,55,40,94,40,109,327.0,50,1200,0
2023-01-25,Product E,53,57,78,53,78,195.00000000000003,50,1325,1
2023-01-26,Product A,76,64,66,64,78,78.0,50,640,0
2023-01-26,Product B,89,57,0,57,32,64.0,0,1140,0
2023-01-26,Product C,111,50,0,50,61,91.50000000000001,0,750,0
2023-01-26,Product D,109,86,147,86,170,510.0,50,2580,0
2023-01-26,Product E,78,63,122,63,137,342.5,50,1575,0
2023-01-27,Product A,78,69,107,69,116,116.00000000000001,50,690,0
2023-01-27,Product B,32,63,99,32,99,198.0,50,640,1
2023-01-27,Product C,61,67,94,61,94,141.0,50,915,1
2023-01-27,Product D,170,56,0,56,114,342.0,0,1680,0
2023-01-27,Product E,137,66,0,66,71,177.5,0,1650,0
2023-01-28,Product A,116,66,0,66,50,50.0,0,660,0
2023-01-28,Product B,99,68,134,68,165,330.0,50,1360,0
2023-01-28,Product C,94,61,0,61,33,49.50000000000001,0,915,0
2023-01-28,Product D,114,74,0,74,40,120.0,0,2220,0
2023-01-28,Product E,71,52,62,52,81,202.5,50,1300,0
2023-01-29,Product A,50,64,149,50,149,149.0,50,500,1
2023-01-29,Product B,165,61,0,61,104,208.0,0,1220,0
2023-01-29,Product C,33,52,99,33,99,148.5,50,495,1
2023-01-29,Product D,40,62,56,40,56,168.00000000000003,50,1200,1
2023-01-29,Product E,81,72,110,72,119,297.5,50,1800,0
2023-01-30,Product A,149,75,0,75,74,74.0,0,750,0
2023-01-30,Product B,104,91,70,91,83,166.0,50,1820,0
2023-01-30,Product C,99,60,0,60,39,58.50000000000001,0,900,0
2023-01-30,Product D,56,63,77,56,77,231.0,50,1680,1
2023-01-30,Product E,119,73,0,73,46,115.00000000000001,0,1825,0
2023-01-31,Product A,74,65,112,65,121,121.00000000000001,50,650,0
2023-01-31,Product B,83,59,138,59,162,324.0,50,1180,0
2023-01-31,Product C,39,67,105,39,105,157.5,50,585,1
2023-01-31,Product D,77,63,137,63,151,453.00000000000006,50,1890,0
2023-01-31,Product E,46,54,58,46,58,145.00000000000003,50,1150,1
2023-02-01,Product A,121,88,115,88,148,148.0,50,880,0
2023-02-01,Product B,162,80,0,80,82,164.00000000000003,0,1600,0
2023-02-01,Product C,105,120,52,105,52,78.0,50,1575,1
2023-02-01,Product D,151,112,74,112,113,339.0,50,3360,0
2023-02-01,Product E,58,109,119,58,119,297.5,50,1450,1
2023-02-02,Product A,148,92,0,92,56,56.00000000000001,0,920,0
2023-02-02,Product B,82,105,68,82,68,136.0,50,1640,1
2023-02-02,Product C,52,75,127,52,127,190.50000000000003,50,780,1
2023-02-02,Product D,113,87,56,87,82,246.00000000000003,50,2610,0
2023-02-02,Product E,119,104,141,104,156,390.00000000000006,50,2600,0
2023-02-03,Product A,56,123,147,56,147,147.0,50,560,1
2023-02-03,Product B,68,112,93,68,93,186.0,50,1360,1
2023-02-03,Product C,127,84,0,84,43,64.5,0,1260,0
2023-02-03,Product D,82,130,82,82,82,246.00000000000003,50,2460,1
2023-02-03,Product E,156,81,0,81,75,187.5,0,2025,0
2023-02-04,Product A,147,101,120,101,166,166.0,50,1010,0
2023-02-04,Product B,93,63,88,63,118,236.0,50,1260,0
2023-02-04,Product C,43,93,113,43,113,169.5,50,645,1
2023-02-04,Product D,82,131,54,82,54,162.0,50,2460,1
2023-02-04,Product E,75,95,90,75,90,225.0,50,1875,1
2023-02-05,Product A,166,86,0,86,80,80.0,0,860,0
2023-02-05,Product B,118,84,92,84,126,252.00000000000003,50,1680,0
2023-02-05,Product C,113,99,149,99,163,244.5,50,1485,0
2023-02-05,Product D,54,104,128,54,128,384.0,50,1620,1
2023-02-05,Product E,90,80,106,80,116,290.00000000000006,50,2000,0
2023-02-06,Product A,80,110,130,80,130,130.0,50,800,1
2023-02-06,Product B,126,114,127,114,139,278.0,50,2280,0
2023-02-06,Product C,163,102,0,102,61,91.50000000000001,0,1530,0
2023-02-06,Product D,128,104,150,104,174,522.0000000000001,50,3120,0
2023-02-06,Product E,116,99,77,99,94,235.0,50,2475,0
2023-02-07,Product A,130,108,67,108,89,89.0,50,1080,0
2023-02-07,Product B,139,124,50,124,65,130.0,50,2480,0
2023-02-07,Product C,61,89,127,61,127,190.50000000000003,50,915,1
2023-02-07,Product D,174,102,0,102,72,216.0,0,3060,0
2023-02-07,Product E,94,120,92,94,92,230.00000000000003,50,2350,1
2023-02-08,Product A,89,85,115,85,119,119.0,50,850,0
2023-02-08,Product B,65,98,62,65,62,124.0,50,1300,1
2023-02-08,Product C,127,88,85,88,124,186.0,50,1320,0
2023-02-08,Product D,72,131,123,72,123,369.0,50,2160,1
2023-02-08,Product E,92,121,116,92,116,290.00000000000006,50,2300,1
2023-02-09,Product A,119,114,103,114,108,108.0,50,1140,0
2023-02-09,Product B,62,91,65,62,65,130.0,50,1240,1
2023-02-09,Product C,124,63,0,63,61,91.50000000000001,0,945,0
2023-02-09,Product D,123,106,148,106,165,495.0,50,3180,0
2023-02-09,Product E,116,83,82,83,115,287.5,50,2075,0
2023-02-10,Product A,108,132,74,108,74,74.0,50,1080,1
2023-02-10,Product B,65,102,111,65,111,222.00000000000003,50,1300,1
2023-02-10,Product C,61,110,131,61,131,196.50000000000003,50,915,1
2023-02-10,Product D,165,104,0,104,61,183.00000000000003,0,3120,0
2023-02-10,Product E,115,109,68,109,74,185.0,50,2725,0
2023-02-11,Product A,74,116,119,74,119,119.0,50,740,1
2023-02-11,Product B,111,101,87,101,97,194.00000000000003,50,2020,0
2023-02-11,Product C,131,115,111,115,127,190.50000000000003,50,1725,0
2023-02-11,Product D,61,109,54,61,54,162.0,50,1830,1
2023-02-11,Product E,74,92,79,74,79,197.5,50,1850,1
2023-02-12,Product A,119,107,101,107,113,113.0,50,1070,0
2023-02-12,Product B,97,120,95,97,95,190.0,50,1940,1
2023-02-12,Product C,127,117,117,117,127,190.50000000000003,50,1755,0
2023-02-12,Product D,54,93,124,54,124,372.0,50,1620,1
2023-02-12,Product E,79,81,83,79,83,207.50000000000003,50,1975,1
2023-02-13,Product A,113,100,144,100,157,157.0,50,1000,0
2023-02-13,Product B,95,99,110,95,110,220.0,50,1900,1
2023-02-13,Product C,127,112,60,112,75,112.5,50,1680,0
2023-02-13,Product D,124,96,98,96,126,378.00000000000006,50,2880,0
2023-02-13,Product E,83,121,106,83,106,265.00000000000006,50,2075,1
2023-02-14,Product A,157,80,0,80,77,77.0,0,800,0
2023-02-14,Product B,110,111,121,110,121,242.00000000000003,50,2200,1
2023-02-14,Product C,75,89,106,75,106,159.00000000000003,50,1125,1
2023-02-14,Product D,126,116,80,116,90,270.0,50,3480,0
2023-02-14,Product E,106,89,104,89,121,302.50000000000006,50,2225,0
2023-02-15,Product A,77,103,141,77,141,141.0,50,770,1
2023-02-15,Product B,121,109,149,109,161,322.0,50,2180,0
2023-02-15,Product C,106,86,70,86,90,135.0,50,1290,0
2023-02-15,Product D,90,98,137,90,137,411.00000000000006,50,2700,1
2023-02-15,Product E,121,119,149,119,151,377.50000000000006,50,2975,0
2023-02-16,Product A,141,124,121,124,138,138.0,50,1240,0
2023-02-16,Product B,161,104,0,104,57,114.0,0,2080,0
2023-02-16,Product C,90,97,79,90,79,118.5,50,1350,1
2023-02-16,Product D,137,122,87,122,102,306.00000000000006,50,3660,0
2023-02-16,Product E,151,89,0,89,62,155.0,0,2225,0
2023-02-17,Product A,138,111,52,111,79,79.0,50,1110,0
2023-02-17,Product B,57,124,96,57,96,192.00000000000003,50,1140,1
2023-02-17,Product C,79,116,135,79,135,202.5,50,1185,1
2023-02-17,Product D,102,94,124,94,132,396.00000000000006,50,2820,0
2023-02-17,Product E,62,96,109,62,109,272.5,50,1550,1
2023-02-18,Product A,79,112,106,79,106,106.00000000000001,50,790,1
2023-02-18,Product B,96,128,71,96,71,142.0,50,1920,1
2023-02-18,Product C,135,124,131,124,142,213.00000000000003,50,1860,0
2023-02-18,Product D,132,144,73,132,73,219.00000000000003,50,3960,1
2023-02-18,Product E,109,108,143,108,144,360.0,50,2700,0
2023-02-19,Product A,106,115,58,106,58,58.00000000000001,50,1060,1
2023-02-19,Product B,71,113,142,71,142,284.0,50,1420,1
2023-02-19,Product C,142,139,131,139,134,201.0,50,2085,0
2023-02-19,Product D,73,139,115,73,115,345.0,50,2190,1
2023-02-19,Product E,144,130,57,130,71,177.5,50,3250,0
2023-02-20,Product A,58,122,99,58,99,99.0,50,580,1
2023-02-20,Product B,142,114,83,114,111,222.00000000000003,50,2280,0
2023-02-20,Product C,134,108,102,108,128,192.0,50,1620,0
2023-02-20,Product D,115,103,141,103,153,459.0,50,3090,0
2023-02-20,Product E,71,95,100,71,100,250.0,50,1775,1
2023-02-21,Product A,99,112,147,99,147,147.0,50,990,1
2023-02-21,Product B,111,82,142,82,171,342.0,50,1640,0
2023-02-21,Product C,128,117,81,117,92,138.00000000000003,50,1755,0
2023-02-21,Product D,153,94,0,94,59,177.0,0,2820,0
2023-02-21,Product E,100,89,90,89,101,252.50000000000003,50,2225,0
2023-02-22,Product A,147,128,75,128,94,94.0,50,1280,0
2023-02-22,Product B,171,98,0,98,73,146.0,0,1960,0
2023-02-22,Product C,92,120,97,92,97,145.50000000000003,50,1380,1
2023-02-22,Product D,59,104,130,59,130,390.0,50,1770,1
2023-02-22,Product E,101,130,135,101,135,337.5,50,2525,1
2023-02-23,Product A,94,136,65,94,65,65.0,50,940,1
2023-02-23,Product B,73,125,68,73,68,136.0,50,1460,1
2023-02-23,Product C,97,95,68,95,70,105.0,50,1425,0
2023-02-23,Product D,130,108,123,108,145,435.0,50,3240,0
2023-02-23,Product E,135,89,0,89,46,115.00000000000001,0,2225,0
2023-02-24,Product A,65,120,87,65,87,87.00000000000001,50,650,1
2023-02-24,Product B,68,125,122,68,122,244.00000000000003,50,1360,1
2023-02-24,Product C,70,135,76,70,76,114.00000000000001,50,1050,1
2023-02-24,Product D,145,107,142,107,180,540.0,50,3210,0
2023-02-24,Product E,46,122,132,46,132,330.0,50,1150,1
2023-02-25,Product A,87,129,73,87,73,73.0,50,870,1
2023-02-25,Product B,122,119,125,119,128,256.0,50,2380,0
2023-02-25,Product C,76,118,83,76,83,124.50000000000001,50,1140,1
2023-02-25,Product D,180,111,0,111,69,207.0,0,3330,0
2023-02-25,Product E,132,119,148,119,161,402.50000000000006,50,2975,0
2023-02-26,Product A,73,119,54,73,54,54.0,50,730,1
2023-02-26,Product B,128,105,74,105,97,194.00000000000003,50,2100,0
2023-02-26,Product C,83,116,60,83,60,90.0,50,1245,1
2023-02-26,Product D,69,115,68,69,68,204.00000000000003,50,2070,1
2023-02-26,Product E,161,114,105,114,152,380.0,50,2850,0
2023-02-27,Product A,54,125,143,54,143,143.0,50,540,1
2023-02-27,Product B,97,92,98,92,103,206.0,50,1840,0
2023-02-27,Product C,60,101,149,60,149,223.5,50,900,1
2023-02-27,Product D,68,89,111,68,111,333.00000000000006,50,2040,1
2023-02-27,Product E,152,88,0,88,64,160.0,0,2200,0
2023-02-28,Product A,143,108,83,108,118,118.0,50,1080,0
2023-02-28,Product B,103,111,150,103,150,300.0,50,2060,1
2023-02-28,Product C,149,129,67,129,87,130.50000000000003,50,1935,0
2023-02-28,Product D,111,82,102,82,131,393.00000000000006,50,2460,0
2023-02-28,Product E,64,127,68,64,68,170.00000000000003,50,1600,1
2023-03-01,Product A,118,149,143,118,143,143.0,50,1180,1
2023-03-01,Product B,150,150,129,150,129,258.0,50,3000,0
2023-03-01,Product C,87,153,97,87,97,145.50000000000003,50,1305,1
2023-03-01,Product D,131,160,110,131,110,330.0,50,3930,1
2023-03-01,Product E,68,130,99,68,99,247.5,50,1700,1
2023-03-02,Product A,143,149,95,143,95,95.0,50,1430,1
2023-03-02,Product B,129,129,88,129,88,176.0,50,2580,0
2023-03-02,Product C,97,158,59,97,59,88.5,50,1455,1
2023-03-02,Product D,110,158,77,110,77,231.0,50,3300,1
2023-03-02,Product E,99,157,135,99,135,337.5,50,2475,1
2023-03-03,Product A,95,116,100,95,100,100.0,50,950,1
2023-03-03,Product B,88,156,102,88,102,204.00000000000003,50,1760,1
2023-03-03,Product C,59,167,74,59,74,111.0,50,885,1
2023-03-03,Product D,77,141,75,77,75,225.0,50,2310,1
2023-03-03,Product E,135,147,75,135,75,187.5,50,3375,1
2023-03-04,Product A,100,143,144,100,144,144.0,50,1000,1
2023-03-04,Product B,102,144,109,102,109,218.0,50,2040,1
2023-03-04,Product C,74,112,52,74,52,78.0,50,1110,1
2023-03-04,Product D,75,149,61,75,61,183.00000000000003,50,2250,1
2023-03-04,Product E,75,157,52,75,52,130.0,50,1875,1
2023-03-05,Product A,144,136,131,136,139,139.0,50,1360,0
2023-03-05,Product B,109,158,66,109,66,132.0,50,2180,1
2023-03-05,Product C,52,173,50,52,50,75.0,50,780,1
2023-03-05,Product D,61,150,65,61,65,195.0,50,1830,1
2023-03-05,Product E,52,137,98,52,98,245.00000000000003,50,1300,1
2023-03-06,Product A,139,140,50,139,50,50.0,50,1390,1
2023-03-06,Product B,66,165,130,66,130,260.0,50,1320,1
2023-03-06,Product C,50,170,82,50,82,123.00000000000001,50,750,1
2023-03-06,Product D,65,170,50,65,50,150.0,50,1950,1
2023-03-06,Product E,98,181,61,98,61,152.5,50,2450,1
2023-03-07,Product A,50,159,73,50,73,73.0,50,500,1
2023-03-07,Product B,130,149,148,130,148,296.0,50,2600,1
2023-03-07,Product C,82,207,72,82,72,108.0,50,1230,1
2023-03-07,Product D,50,168,66,50,66,198.00000000000003,50,1500,1
2023-03-07,Product E,61,137,98,61,98,245.00000000000003,50,1525,1
2023-03-08,Product A,73,134,75,73,75,75.0,50,730,1
2023-03-08,Product B,148,187,85,148,85,170.0,50,2960,1
2023-03-08,Product C,72,150,136,72,136,204.00000000000003,50,1080,1
2023-03-08,Product D,66,178,64,66,64,192.0,50,1980,1
2023-03-08,Product E,98,136,92,98,92,230.00000000000003,50,2450,1
2023-03-09,Product A,75,141,107,75,107,107.00000000000001,50,750,1
2023-03-09,Product B,85,167,74,85,74,148.0,50,1700,1
2023-03-09,Product C,136,146,97,136,97,145.50000000000003,50,2040,1
2023-03-09,Product D,64,165,64,64,64,192.0,50,1920,1
2023-03-09,Product E,92,125,54,92,54,135.0,50,2300,1
2023-03-10,Product A,107,169,100,107,100,100.0,50,1070,1
2023-03-10,Product B,74,168,56,74,56,112.00000000000001,50,1480,1
2023-03-10,Product C,97,169,62,97,62,93.0,50,1455,1
2023-03-10,Product D,64,155,120,64,120,360.0,50,1920,1
2023-03-10,Product E,54,137,143,54,143,357.5,50,1350,1
2023-03-11,Product A,100,146,132,100,132,132.0,50,1000,1
2023-03-11,Product B,56,167,125,56,125,250.0,50,1120,1
2023-03-11,Product C,62,135,92,62,92,138.00000000000003,50,930,1
2023-03-11,Product D,120,128,74,120,74,222.0,50,3600,1
2023-03-11,Product E,143,162,66,143,66,165.0,50,3575,1
2023-03-12,Product A,132,166,144,132,144,144.0,50,1320,1
2023-03-12,Product B,125,136,85,125,85,170.0,50,2500,1
2023-03-12,Product C,92,167,96,92,96,144.00000000000003,50,1380,1
2023-03-12,Product D,74,162,110,74,110,330.0,50,2220,1
2023-03-12,Product E,66,188,105,66,105,262.5,50,1650,1
2023-03-13,Product A,144,193,147,144,147,147.0,50,1440,1
2023-03-13,Product B,85,173,149,85,149,298.0,50,1700,1
2023-03-13,Product C,96,173,120,96,120,180.0,50,1440,1
2023-03-13,Product D,110,154,119,110,119,357.0,50,3300,1
2023-03-13,Product E,105,164,84,105,84,210.0,50,2625,1
2023-03-14,Product A,147,180,77,147,77,77.0,50,1470,1
2023-03-14,Product B,149,158,90,149,90,180.0,50,2980,1
2023-03-14,Product C,120,143,76,120,76,114.00000000000001,50,1800,1
2023-03-14,Product D,119,144,147,119,147,441.00000000000006,50,3570,1
2023-03-14,Product E,84,129,73,84,73,182.50000000000003,50,2100,1
2023-03-15,Product A,77,150,149,77,149,149.0,50,770,1
2023-03-15,Product B,90,183,77,90,77,154.0,50,1800,1
2023-03-15,Product C,76,183,112,76,112,168.00000000000003,50,1140,1
2023-03-15,Product D,147,162,107,147,107,321.00000000000006,50,4410,1
2023-03-15,Product E,73,175,116,73,116,290.00000000000006,50,1825,1
2023-03-16,Product A,149,173,64,149,64,64.0,50,1490,1
2023-03-16,Product B,77,163,120,77,120,240.0,50,1540,1
2023-03-16,Product C,112,174,107,112,107,160.50000000000003,50,1680,1
2023-03-16,Product D,107,162,122,107,122,366.00000000000006,50,3210,1
2023-03-16,Product E,116,146,113,116,113,282.5,50,2900,1
2023-03-17,Product A,64,178,73,64,73,73.0,50,640,1
2023-03-17,Product B,120,157,69,120,69,138.0,50,2400,1
2023-03-17,Product C,107,161,100,107,100,150.0,50,1605,1
2023-03-17,Product D,122,139,55,122,55,165.0,50,3660,1
2023-03-17,Product E,113,170,56,113,56,140.0,50,2825,1
2023-03-18,Product A,73,179,60,73,60,60.0,50,730,1
2023-03-18,Product B,69,167,124,69,124,248.0,50,1380,1
2023-03-18,Product C,100,171,79,100,79,118.5,50,1500,1
2023-03-18,Product D,55,167,65,55,65,195.0,50,1650,1
2023-03-18,Product E,56,156,54,56,54,135.0,50,1400,1
2023-03-19,Product A,60,172,114,60,114,114.0,50,600,1
2023-03-19,Product B,124,157,53,124,53,106.00000000000001,50,2480,1
2023-03-19,Product C,79,159,89,79,89,133.5,50,1185,1
2023-03-19,Product D,65,147,146,65,146,438.00000000000006,50,1950,1
2023-03-19,Product E,54,166,133,54,133,332.5,50,1350,1
2023-03-20,Product A,114,171,91,114,91,91.0,50,1140,1
2023-03-20,Product B,53,184,130,53,130,260.0,50,1060,1
2023-03-20,Product C,89,175,122,89,122,183.00000000000003,50,1335,1
2023-03-20,Product D,146,165,54,146,54,162.0,50,4380,1
2023-03-20,Product E,133,192,65,133,65,162.5,50,3325,1
2023-03-21,Product A,91,137,149,91,149,149.0,50,910,1
2023-03-21,Product B,130,185,146,130,146,292.0,50,2600,1
2023-03-21,Product C,122,161,143,122,143,214.5,50,1830,1
2023-03-21,Product D,54,172,112,54,112,336.00000000000006,50,1620,1
2023-03-21,Product E,65,143,63,65,63,157.50000000000003,50,1625,1
2023-03-22,Product A,149,143,146,143,152,152.0,50,1430,0
2023-03-22,Product B,146,163,50,146,50,100.0,50,2920,1
2023-03-22,Product C,143,172,79,143,79,118.5,50,2145,1
2023-03-22,Product D,112,144,149,112,149,447.0,50,3360,1
2023-03-22,Product E,63,195,111,63,111,277.50000000000006,50,1575,1
2023-03-23,Product A,152,161,90,152,90,90.0,50,1520,1
2023-03-23,Product B,50,171,103,50,103,206.0,50,1000,1
2023-03-23,Product C,79,169,148,79,148,222.0,50,1185,1
2023-03-23,Product D,149,153,117,149,117,351.00000000000006,50,4470,1
2023-03-23,Product E,111,166,133,111,133,332.5,50,2775,1
2023-03-24,Product A,90,151,67,90,67,67.0,50,900,1
2023-03-24,Product B,103,177,129,103,129,258.0,50,2060,1
2023-03-24,Product C,148,177,129,148,129,193.5,50,2220,1
2023-03-24,Product D,117,165,120,117,120,360.0,50,3510,1
2023-03-24,Product E,133,174,74,133,74,185.0,50,3325,1
2023-03-25,Product A,67,162,142,67,142,142.0,50,670,1
2023-03-25,Product B,129,174,146,129,146,292.0,50,2580,1
2023-03-25,Product C,129,178,78,129,78,117.00000000000001,50,1935,1
2023-03-25,Product D,120,145,107,120,107,321.00000000000006,50,3600,1
2023-03-25,Product E,74,189,73,74,73,182.50000000000003,50,1850,1
