Date,Product,Starting Inventory,Demand,Order Quantity,Sold Quantity,Ending Inventory,Holding Cost,Ordering Cost,Sales,Stock Out
2024-01-12,Product A,415,50,0,50,365,365.0,0,500,0
2024-01-12,Product B,336,44,0,44,292,584.0,0,880,0
2024-01-12,Product C,467,34,0,34,433,649.5000000000001,0,510,0
2024-01-12,Product D,272,73,0,73,199,597.0000000000001,0,2190,0
2024-01-12,Product E,355,52,0,52,303,757.5,0,1300,0
2024-01-13,Product A,365,59,0,59,306,306.0,0,590,0
2024-01-13,Product B,292,57,0,57,235,470.0,0,1140,0
2024-01-13,Product C,433,65,0,65,368,552.0000000000001,0,975,0
2024-01-13,Product D,199,58,365,58,506,1518.0,50,1740,0
2024-01-13,Product E,303,54,0,54,249,622.5,0,1350,0
2024-01-14,Product A,306,60,0,60,246,246.0,0,600,0
2024-01-14,Product B,235,63,0,63,172,344.0,0,1260,0
2024-01-14,Product C,368,43,0,43,325,487.5,0,645,0
2024-01-14,Product D,506,50,0,50,456,1368.0,0,1500,0
2024-01-14,Product E,249,66,0,66,183,457.5,0,1650,0
2024-01-15,Product A,246,51,0,51,195,195.0,0,510,0
2024-01-15,Product B,172,66,365,66,471,942.0,50,1320,0
2024-01-15,Product C,325,74,0,74,251,376.5,0,1110,0
2024-01-15,Product D,456,72,0,72,384,1152.0000000000002,0,2160,0
2024-01-15,Product E,183,42,365,42,506,1265.0,50,1050,0
2024-01-16,Product A,195,49,365,49,511,511.0,50,490,0
2024-01-16,Product B,471,75,0,75,396,792.0,0,1500,0
2024-01-16,Product C,251,50,0,50,201,301.5,0,750,0
2024-01-16,Product D,384,59,0,59,325,975.0,0,1770,0
2024-01-16,Product E,506,51,0,51,455,1137.5,0,1275,0
2024-01-17,Product A,511,63,0,63,448,448.00000000000006,0,630,0
2024-01-17,Product B,396,66,0,66,330,660.0,0,1320,0
2024-01-17,Product C,201,47,365,47,519,778.5000000000001,50,705,0
2024-01-17,Product D,325,76,0,76,249,747.0000000000001,0,2280,0
2024-01-17,Product E,455,54,0,54,401,1002.5,0,1350,0
2024-01-18,Product A,448,71,0,71,377,377.0,0,710,0
2024-01-18,Product B,330,63,0,63,267,534.0,0,1260,0
2024-01-18,Product C,519,62,0,62,457,685.5,0,930,0
2024-01-18,Product D,249,58,0,58,191,573.0,0,1740,0
2024-01-18,Product E,401,51,0,51,350,875.0,0,1275,0
2024-01-19,Product A,377,57,0,57,320,320.0,0,570,0
2024-01-19,Product B,267,54,0,54,213,426.0,0,1080,0
2024-01-19,Product C,457,43,0,43,414,621.0000000000001,0,645,0
2024-01-19,Product D,191,43,365,43,513,1539.0000000000002,50,1290,0
2024-01-19,Product E,350,52,0,52,298,745.0,0,1300,0
2024-01-20,Product A,320,65,0,65,255,255.0,0,650,0
2024-01-20,Product B,213,75,365,75,503,1006.0000000000001,50,1500,0
2024-01-20,Product C,414,56,0,56,358,537.0000000000001,0,840,0
2024-01-20,Product D,513,67,0,67,446,1338.0,0,2010,0
2024-01-20,Product E,298,50,0,50,248,620.0,0,1250,0
2024-01-21,Product A,255,63,0,63,192,192.00000000000003,0,630,0
2024-01-21,Product B,503,49,0,49,454,908.0000000000001,0,980,0
2024-01-21,Product C,358,50,0,50,308,462.0,0,750,0
2024-01-21,Product D,446,45,0,45,401,1203.0,0,1350,0
2024-01-21,Product E,248,56,0,56,192,480.00000000000006,0,1400,0
2024-01-22,Product A,192,46,365,46,511,511.0,50,460,0
2024-01-22,Product B,454,53,0,53,401,802.0,0,1060,0
2024-01-22,Product C,308,59,0,59,249,373.50000000000006,0,885,0
2024-01-22,Product D,401,67,0,67,334,1002.0,0,2010,0
2024-01-22,Product E,192,52,365,52,505,1262.5,50,1300,0
2024-01-23,Product A,511,57,0,57,454,454.00000000000006,0,570,0
2024-01-23,Product B,401,50,0,50,351,702.0,0,1000,0
2024-01-23,Product C,249,57,0,57,192,288.00000000000006,0,855,0
2024-01-23,Product D,334,60,0,60,274,822.0000000000001,0,1800,0
2024-01-23,Product E,505,56,0,56,449,1122.5000000000002,0,1400,0
2024-01-24,Product A,454,58,0,58,396,396.0,0,580,0
2024-01-24,Product B,351,68,0,68,283,566.0,0,1360,0
2024-01-24,Product C,192,51,365,51,506,759.0,50,765,0
2024-01-24,Product D,274,73,0,73,201,603.0,0,2190,0
2024-01-24,Product E,449,75,0,75,374,935.0,0,1875,0
2024-01-25,Product A,396,71,0,71,325,325.0,0,710,0
2024-01-25,Product B,283,57,0,57,226,452.0,0,1140,0
2024-01-25,Product C,506,68,0,68,438,657.0000000000001,0,1020,0
2024-01-25,Product D,201,59,365,59,507,1521.0,50,1770,0
2024-01-25,Product E,374,63,0,63,311,777.5,0,1575,0
2024-01-26,Product A,325,87,0,87,238,238.0,0,870,0
2024-01-26,Product B,226,76,365,76,515,1030.0,50,1520,0
2024-01-26,Product C,438,58,0,58,380,570.0,0,870,0
2024-01-26,Product D,507,76,0,76,431,1293.0,0,2280,0
2024-01-26,Product E,311,62,0,62,249,622.5,0,1550,0
2024-01-27,Product A,238,74,365,74,529,529.0,50,740,0
2024-01-27,Product B,515,64,0,64,451,902.0,0,1280,0
2024-01-27,Product C,380,67,0,67,313,469.5,0,1005,0
2024-01-27,Product D,431,60,0,60,371,1113.0,0,1800,0
2024-01-27,Product E,249,65,0,65,184,460.00000000000006,0,1625,0
2024-01-28,Product A,529,61,0,61,468,468.00000000000006,0,610,0
2024-01-28,Product B,451,71,0,71,380,760.0,0,1420,0
2024-01-28,Product C,313,62,0,62,251,376.5,0,930,0
2024-01-28,Product D,371,56,0,56,315,945.0,0,1680,0
2024-01-28,Product E,184,71,365,71,478,1195.0,50,1775,0
2024-01-29,Product A,468,58,0,58,410,410.0,0,580,0
2024-01-29,Product B,380,60,0,60,320,640.0,0,1200,0
2024-01-29,Product C,251,52,0,52,199,298.50000000000006,0,780,0
2024-01-29,Product D,315,59,0,59,256,768.0,0,1770,0
2024-01-29,Product E,478,54,0,54,424,1060.0000000000002,0,1350,0
2024-01-30,Product A,410,75,0,75,335,335.0,0,750,0
2024-01-30,Product B,320,74,0,74,246,492.0,0,1480,0
2024-01-30,Product C,199,73,365,73,491,736.5,50,1095,0
2024-01-30,Product D,256,64,0,64,192,576.0000000000001,0,1920,0
2024-01-30,Product E,424,42,0,42,382,955.0000000000001,0,1050,0
2024-01-31,Product A,335,55,0,55,280,280.0,0,550,0
2024-01-31,Product B,246,48,0,48,198,396.0,0,960,0
2024-01-31,Product C,491,65,0,65,426,639.0,0,975,0
2024-01-31,Product D,192,68,365,68,489,1467.0000000000002,50,2040,0
2024-01-31,Product E,382,60,0,60,322,805.0000000000001,0,1500,0
2024-02-01,Product A,280,127,365,127,518,518.0,50,1270,0
2024-02-01,Product B,198,110,365,110,453,906.0000000000001,50,2200,0
2024-02-01,Product C,426,98,0,98,328,492.00000000000006,0,1470,0
2024-02-01,Product D,489,107,0,107,382,1146.0,0,3210,0
2024-02-01,Product E,322,75,0,75,247,617.5000000000001,0,1875,0
2024-02-02,Product A,518,82,0,82,436,436.0,0,820,0
2024-02-02,Product B,453,77,0,77,376,752.0,0,1540,0
2024-02-02,Product C,328,101,0,101,227,340.50000000000006,0,1515,0
2024-02-02,Product D,382,106,0,106,276,828.0,0,3180,0
2024-02-02,Product E,247,60,0,60,187,467.5,0,1500,0
2024-02-03,Product A,436,110,0,110,326,326.0,0,1100,0
2024-02-03,Product B,376,89,0,89,287,574.0,0,1780,0
2024-02-03,Product C,227,95,365,95,497,745.5,50,1425,0
2024-02-03,Product D,276,109,365,109,532,1596.0,50,3270,0
2024-02-03,Product E,187,109,365,109,443,1107.5,50,2725,0
2024-02-04,Product A,326,69,0,69,257,257.0,0,690,0
2024-02-04,Product B,287,116,0,116,171,342.0,0,2320,0
2024-02-04,Product C,497,116,0,116,381,571.5,0,1740,0
2024-02-04,Product D,532,104,0,104,428,1284.0000000000002,0,3120,0
2024-02-04,Product E,443,119,0,119,324,810.0,0,2975,0
2024-02-05,Product A,257,100,365,100,522,522.0,50,1000,0
2024-02-05,Product B,171,102,365,102,434,868.0000000000001,50,2040,0
2024-02-05,Product C,381,71,0,71,310,465.0,0,1065,0
2024-02-05,Product D,428,100,0,100,328,984.0000000000001,0,3000,0
2024-02-05,Product E,324,119,0,119,205,512.5,0,2975,0
2024-02-06,Product A,522,74,0,74,448,448.00000000000006,0,740,0
2024-02-06,Product B,434,122,0,122,312,624.0,0,2440,0
2024-02-06,Product C,310,105,0,105,205,307.5,0,1575,0
2024-02-06,Product D,328,104,0,104,224,672.0000000000001,0,3120,0
2024-02-06,Product E,205,119,365,119,451,1127.5,50,2975,0
2024-02-07,Product A,448,102,0,102,346,346.0,0,1020,0
2024-02-07,Product B,312,77,0,77,235,470.0,0,1540,0
2024-02-07,Product C,205,80,365,80,490,735.0,50,1200,0
2024-02-07,Product D,224,110,365,110,479,1437.0000000000002,50,3300,0
2024-02-07,Product E,451,96,0,96,355,887.5,0,2400,0
2024-02-08,Product A,346,99,0,99,247,247.00000000000003,0,990,0
2024-02-08,Product B,235,61,0,61,174,348.00000000000006,0,1220,0
2024-02-08,Product C,490,85,0,85,405,607.5,0,1275,0
2024-02-08,Product D,479,104,0,104,375,1125.0,0,3120,0
2024-02-08,Product E,355,110,0,110,245,612.5,0,2750,0
2024-02-09,Product A,247,107,365,107,505,505.0,50,1070,0
2024-02-09,Product B,174,85,365,85,454,908.0000000000001,50,1700,0
2024-02-09,Product C,405,103,0,103,302,453.00000000000006,0,1545,0
2024-02-09,Product D,375,120,0,120,255,765.0,0,3600,0
2024-02-09,Product E,245,114,365,114,496,1240.0,50,2850,0
2024-02-10,Product A,505,108,0,108,397,397.0,0,1080,0
2024-02-10,Product B,454,127,0,127,327,654.0,0,2540,0
2024-02-10,Product C,302,94,0,94,208,312.0,0,1410,0
2024-02-10,Product D,255,105,365,105,515,1545.0,50,3150,0
2024-02-10,Product E,496,96,0,96,400,1000.0,0,2400,0
2024-02-11,Product A,397,90,0,90,307,307.0,0,900,0
2024-02-11,Product B,327,111,0,111,216,432.0,0,2220,0
2024-02-11,Product C,208,94,365,94,479,718.5000000000001,50,1410,0
2024-02-11,Product D,515,103,0,103,412,1236.0,0,3090,0
2024-02-11,Product E,400,106,0,106,294,735.0,0,2650,0
2024-02-12,Product A,307,141,365,141,531,531.0,50,1410,0
2024-02-12,Product B,216,73,365,73,508,1016.0000000000001,50,1460,0
2024-02-12,Product C,479,120,0,120,359,538.5,0,1800,0
2024-02-12,Product D,412,103,0,103,309,927.0000000000001,0,3090,0
2024-02-12,Product E,294,95,0,95,199,497.50000000000006,0,2375,0
2024-02-13,Product A,531,105,0,105,426,426.0,0,1050,0
2024-02-13,Product B,508,120,0,120,388,776.0000000000001,0,2400,0
2024-02-13,Product C,359,114,0,114,245,367.5,0,1710,0
2024-02-13,Product D,309,108,0,108,201,603.0,0,3240,0
2024-02-13,Product E,199,99,365,99,465,1162.5,50,2475,0
2024-02-14,Product A,426,102,0,102,324,324.0,0,1020,0
2024-02-14,Product B,388,119,0,119,269,538.0,0,2380,0
2024-02-14,Product C,245,134,365,134,476,714.0,50,2010,0
2024-02-14,Product D,201,131,365,131,435,1305.0,50,3930,0
2024-02-14,Product E,465,105,0,105,360,900.0,0,2625,0
2024-02-15,Product A,324,96,0,96,228,228.0,0,960,0
2024-02-15,Product B,269,110,365,110,524,1048.0,50,2200,0
2024-02-15,Product C,476,106,0,106,370,555.0,0,1590,0
2024-02-15,Product D,435,109,0,109,326,978.0,0,3270,0
2024-02-15,Product E,360,109,0,109,251,627.5,0,2725,0
2024-02-16,Product A,228,112,365,112,481,481.0,50,1120,0
2024-02-16,Product B,524,106,0,106,418,836.0000000000001,0,2120,0
2024-02-16,Product C,370,129,0,129,241,361.5,0,1935,0
2024-02-16,Product D,326,100,0,100,226,678.0,0,3000,0
2024-02-16,Product E,251,150,365,150,466,1165.0,50,3750,0
2024-02-17,Product A,481,98,0,98,383,383.00000000000006,0,980,0
2024-02-17,Product B,418,112,0,112,306,612.0,0,2240,0
2024-02-17,Product C,241,121,365,121,485,727.5,50,1815,0
2024-02-17,Product D,226,102,365,102,489,1467.0000000000002,50,3060,0
2024-02-17,Product E,466,117,0,117,349,872.5,0,2925,0
2024-02-18,Product A,383,86,0,86,297,297.0,0,860,0
2024-02-18,Product B,306,103,0,103,203,406.0,0,2060,0
2024-02-18,Product C,485,90,0,90,395,592.5,0,1350,0
2024-02-18,Product D,489,112,0,112,377,1131.0,0,3360,0
2024-02-18,Product E,349,87,0,87,262,655.0000000000001,0,2175,0
2024-02-19,Product A,297,132,365,132,530,530.0,50,1320,0
2024-02-19,Product B,203,118,365,118,450,900.0,50,2360,0
2024-02-19,Product C,395,88,0,88,307,460.50000000000006,0,1320,0
2024-02-19,Product D,377,111,0,111,266,798.0,0,3330,0
2024-02-19,Product E,262,112,365,112,515,1287.5,50,2800,0
2024-02-20,Product A,530,146,0,146,384,384.00000000000006,0,1460,0
2024-02-20,Product B,450,104,0,104,346,692.0,0,2080,0
2024-02-20,Product C,307,115,0,115,192,288.00000000000006,0,1725,0
2024-02-20,Product D,266,117,365,117,514,1542.0000000000002,50,3510,0
2024-02-20,Product E,515,117,0,117,398,995.0000000000001,0,2925,0
2024-02-21,Product A,384,136,0,136,248,248.0,0,1360,0
2024-02-21,Product B,346,127,0,127,219,438.00000000000006,0,2540,0
2024-02-21,Product C,192,138,365,138,419,628.5000000000001,50,2070,0
2024-02-21,Product D,514,96,0,96,418,1254.0000000000002,0,2880,0
2024-02-21,Product E,398,86,0,86,312,780.0000000000001,0,2150,0
2024-02-22,Product A,248,125,365,125,488,488.00000000000006,50,1250,0
2024-02-22,Product B,219,118,365,118,466,932.0,50,2360,0
2024-02-22,Product C,419,121,0,121,298,447.0,0,1815,0
2024-02-22,Product D,418,95,0,95,323,969.0000000000001,0,2850,0
2024-02-22,Product E,312,118,0,118,194,485.00000000000006,0,2950,0
2024-02-23,Product A,488,105,0,105,383,383.00000000000006,0,1050,0
2024-02-23,Product B,466,142,0,142,324,648.0,0,2840,0
2024-02-23,Product C,298,116,0,116,182,273.0,0,1740,0
2024-02-23,Product D,323,111,0,111,212,636.0000000000001,0,3330,0
2024-02-23,Product E,194,119,365,119,440,1100.0,50,2975,0
2024-02-24,Product A,383,134,0,134,249,249.00000000000003,0,1340,0
2024-02-24,Product B,324,132,0,132,192,384.00000000000006,0,2640,0
2024-02-24,Product C,182,158,365,158,389,583.5000000000001,50,2370,0
2024-02-24,Product D,212,116,365,116,461,1383.0,50,3480,0
2024-02-24,Product E,440,131,0,131,309,772.5,0,3275,0
2024-02-25,Product A,249,124,365,124,490,490.0,50,1240,0
2024-02-25,Product B,192,127,365,127,430,860.0,50,2540,0
2024-02-25,Product C,389,114,0,114,275,412.5,0,1710,0
2024-02-25,Product D,461,123,0,123,338,1014.0000000000001,0,3690,0
2024-02-25,Product E,309,96,0,96,213,532.5,0,2400,0
2024-02-26,Product A,490,111,0,111,379,379.0,0,1110,0
2024-02-26,Product B,430,115,0,115,315,630.0,0,2300,0
2024-02-26,Product C,275,129,365,129,511,766.5,50,1935,0
2024-02-26,Product D,338,122,0,122,216,648.0,0,3660,0
2024-02-26,Product E,213,109,365,109,469,1172.5000000000002,50,2725,0
2024-02-27,Product A,379,77,0,77,302,302.0,0,770,0
2024-02-27,Product B,315,108,0,108,207,414.00000000000006,0,2160,0
2024-02-27,Product C,511,105,0,105,406,609.0,0,1575,0
2024-02-27,Product D,216,144,365,144,437,1311.0,50,4320,0
2024-02-27,Product E,469,94,0,94,375,937.5,0,2350,0
2024-02-28,Product A,302,141,365,141,526,526.0,50,1410,0
2024-02-28,Product B,207,95,365,95,477,954.0,50,1900,0
2024-02-28,Product C,406,115,0,115,291,436.5,0,1725,0
2024-02-28,Product D,437,124,0,124,313,939.0,0,3720,0
2024-02-28,Product E,375,148,0,148,227,567.5000000000001,0,3700,0
2024-02-29,Product A,526,119,0,119,407,407.0,0,1190,0
2024-02-29,Product B,477,111,0,111,366,732.0,0,2220,0
2024-02-29,Product C,291,96,0,96,195,292.5,0,1440,0
2024-02-29,Product D,313,124,0,124,189,567.0000000000001,0,3720,0
2024-02-29,Product E,227,129,365,129,463,1157.5,50,3225,0
2024-03-01,Product A,407,152,0,152,255,255.0,0,1520,0
2024-03-01,Product B,366,154,0,154,212,424.00000000000006,0,3080,0
2024-03-01,Product C,195,107,365,107,453,679.5000000000001,50,1605,0
2024-03-01,Product D,189,154,365,154,400,1200.0,50,4620,0
2024-03-01,Product E,463,135,0,135,328,820.0000000000001,0,3375,0
2024-03-02,Product A,255,176,365,176,444,444.00000000000006,50,1760,0
2024-03-02,Product B,212,161,365,161,416,832.0,50,3220,0
2024-03-02,Product C,453,156,0,156,297,445.50000000000006,0,2340,0
2024-03-02,Product D,400,155,0,155,245,735.0,0,4650,0
2024-03-02,Product E,328,165,365,165,528,1320.0,50,4125,0
2024-03-03,Product A,444,172,0,172,272,272.0,0,1720,0
2024-03-03,Product B,416,151,0,151,265,530.0,0,3020,0
2024-03-03,Product C,297,150,365,150,512,768.0,50,2250,0
2024-03-03,Product D,245,178,365,178,432,1296.0,50,5340,0
2024-03-03,Product E,528,138,0,138,390,975.0,0,3450,0
2024-03-04,Product A,272,151,365,151,486,486.0,50,1510,0
2024-03-04,Product B,265,115,365,115,515,1030.0,50,2300,0
2024-03-04,Product C,512,150,0,150,362,543.0,0,2250,0
2024-03-04,Product D,432,161,0,161,271,813.0,0,4830,0
2024-03-04,Product E,390,171,0,171,219,547.5,0,4275,0
2024-03-05,Product A,486,150,0,150,336,336.0,0,1500,0
2024-03-05,Product B,515,166,0,166,349,698.0,0,3320,0
2024-03-05,Product C,362,154,0,154,208,312.0,0,2310,0
2024-03-05,Product D,271,160,365,160,476,1428.0,50,4800,0
2024-03-05,Product E,219,166,365,166,418,1045.0,50,4150,0
2024-03-06,Product A,336,152,0,152,184,184.00000000000003,0,1520,0
2024-03-06,Product B,349,150,0,150,199,398.00000000000006,0,3000,0
2024-03-06,Product C,208,115,365,115,458,687.0000000000001,50,1725,0
2024-03-06,Product D,476,146,0,146,330,990.0,0,4380,0
2024-03-06,Product E,418,154,0,154,264,660.0,0,3850,0
2024-03-07,Product A,184,151,365,151,398,398.00000000000006,50,1510,0
2024-03-07,Product B,199,161,365,161,403,806.0000000000001,50,3220,0
2024-03-07,Product C,458,147,0,147,311,466.5,0,2205,0
2024-03-07,Product D,330,146,0,146,184,552.0000000000001,0,4380,0
2024-03-07,Product E,264,162,365,162,467,1167.5,50,4050,0
2024-03-08,Product A,398,156,0,156,242,242.00000000000003,0,1560,0
2024-03-08,Product B,403,168,0,168,235,470.0,0,3360,0
2024-03-08,Product C,311,195,365,195,481,721.5,50,2925,0
2024-03-08,Product D,184,159,365,159,390,1170.0,50,4770,0
2024-03-08,Product E,467,151,0,151,316,790.0,0,3775,0
2024-03-09,Product A,242,138,365,138,469,469.00000000000006,50,1380,0
2024-03-09,Product B,235,152,365,152,448,896.0000000000001,50,3040,0
2024-03-09,Product C,481,162,0,162,319,478.50000000000006,0,2430,0
2024-03-09,Product D,390,166,0,166,224,672.0000000000001,0,4980,0
2024-03-09,Product E,316,172,365,172,509,1272.5000000000002,50,4300,0
2024-03-10,Product A,469,171,0,171,298,298.0,0,1710,0
2024-03-10,Product B,448,160,0,160,288,576.0,0,3200,0
2024-03-10,Product C,319,139,0,139,180,270.0,0,2085,0
2024-03-10,Product D,224,161,365,161,428,1284.0000000000002,50,4830,0
2024-03-10,Product E,509,177,0,177,332,830.0000000000001,0,4425,0
2024-03-11,Product A,298,154,365,154,509,509.00000000000006,50,1540,0
2024-03-11,Product B,288,176,365,176,477,954.0,50,3520,0
2024-03-11,Product C,180,129,365,129,416,624.0,50,1935,0
2024-03-11,Product D,428,165,0,165,263,789.0,0,4950,0
2024-03-11,Product E,332,139,0,139,193,482.5,0,3475,0
2024-03-12,Product A,509,134,0,134,375,375.0,0,1340,0
2024-03-12,Product B,477,157,0,157,320,640.0,0,3140,0
2024-03-12,Product C,416,181,0,181,235,352.5,0,2715,0
2024-03-12,Product D,263,161,365,161,467,1401.0,50,4830,0
2024-03-12,Product E,193,131,365,131,427,1067.5,50,3275,0
2024-03-13,Product A,375,157,0,157,218,218.0,0,1570,0
2024-03-13,Product B,320,161,365,161,524,1048.0,50,3220,0
2024-03-13,Product C,235,190,365,190,410,615.0,50,2850,0
2024-03-13,Product D,467,161,0,161,306,918.0,0,4830,0
2024-03-13,Product E,427,171,0,171,256,640.0,0,4275,0
2024-03-14,Product A,218,158,365,158,425,425.0,50,1580,0
2024-03-14,Product B,524,172,0,172,352,704.0,0,3440,0
2024-03-14,Product C,410,163,0,163,247,370.50000000000006,0,2445,0
2024-03-14,Product D,306,133,0,133,173,519.0,0,3990,0
2024-03-14,Product E,256,161,365,161,460,1150.0,50,4025,0
2024-03-15,Product A,425,145,0,145,280,280.0,0,1450,0
2024-03-15,Product B,352,180,0,180,172,344.0,0,3600,0
2024-03-15,Product C,247,130,365,130,482,723.0,50,1950,0
2024-03-15,Product D,173,163,365,163,375,1125.0,50,4890,0
2024-03-15,Product E,460,150,0,150,310,775.0,0,3750,0
2024-03-16,Product A,280,144,365,144,501,501.0,50,1440,0
2024-03-16,Product B,172,171,365,171,366,732.0,50,3420,0
2024-03-16,Product C,482,179,0,179,303,454.5,0,2685,0
2024-03-16,Product D,375,141,0,141,234,702.0000000000001,0,4230,0
2024-03-16,Product E,310,172,365,172,503,1257.5,50,4300,0
2024-03-17,Product A,501,195,0,195,306,306.0,0,1950,0
2024-03-17,Product B,366,167,0,167,199,398.00000000000006,0,3340,0
2024-03-17,Product C,303,195,365,195,473,709.5000000000001,50,2925,0
2024-03-17,Product D,234,166,365,166,433,1299.0000000000002,50,4980,0
2024-03-17,Product E,503,165,0,165,338,845.0000000000001,0,4125,0
2024-03-18,Product A,306,193,365,193,478,478.00000000000006,50,1930,0
2024-03-18,Product B,199,178,365,178,386,772.0,50,3560,0
2024-03-18,Product C,473,171,0,171,302,453.00000000000006,0,2565,0
2024-03-18,Product D,433,170,0,170,263,789.0,0,5100,0
2024-03-18,Product E,338,169,365,169,534,1335.0000000000002,50,4225,0
2024-03-19,Product A,478,152,0,152,326,326.0,0,1520,0
2024-03-19,Product B,386,135,0,135,251,502.0,0,2700,0
2024-03-19,Product C,302,182,365,182,485,727.5,50,2730,0
2024-03-19,Product D,263,146,365,146,482,1446.0,50,4380,0
2024-03-19,Product E,534,174,0,174,360,900.0,0,4350,0
2024-03-20,Product A,326,158,365,158,533,533.0,50,1580,0
2024-03-20,Product B,251,191,365,191,425,850.0,50,3820,0
2024-03-20,Product C,485,165,0,165,320,480.0,0,2475,0
2024-03-20,Product D,482,174,0,174,308,924.0,0,5220,0
2024-03-20,Product E,360,159,0,159,201,502.50000000000006,0,3975,0
2024-03-21,Product A,533,147,0,147,386,386.0,0,1470,0
2024-03-21,Product B,425,155,0,155,270,540.0,0,3100,0
2024-03-21,Product C,320,142,0,142,178,267.0,0,2130,0
2024-03-21,Product D,308,149,365,149,524,1572.0000000000002,50,4470,0
2024-03-21,Product E,201,153,365,153,413,1032.5,50,3825,0
2024-03-22,Product A,386,173,0,173,213,213.0,0,1730,0
2024-03-22,Product B,270,143,365,143,492,984.0,50,2860,0
2024-03-22,Product C,178,147,365,147,396,594.0,50,2205,0
2024-03-22,Product D,524,180,0,180,344,1032.0,0,5400,0
2024-03-22,Product E,413,191,0,191,222,555.0000000000001,0,4775,0
2024-03-23,Product A,213,200,365,200,378,378.00000000000006,50,2000,0
2024-03-23,Product B,492,166,0,166,326,652.0,0,3320,0
2024-03-23,Product C,396,153,0,153,243,364.5,0,2295,0
2024-03-23,Product D,344,165,0,165,179,537.0000000000001,0,4950,0
2024-03-23,Product E,222,192,365,192,395,987.5,50,4800,0
2024-03-24,Product A,378,187,0,187,191,191.0,0,1870,0
2024-03-24,Product B,326,176,365,176,515,1030.0,50,3520,0
