Date,Product,Starting Inventory,Demand,Order Quantity,Sold Quantity,Ending Inventory,Holding Cost,Ordering Cost,Sales,Stock Out
2024-02-11,Product E,489,104,0,104,385,962.5,0,2600,0
2024-02-12,Product A,179,68,365,68,476,476.0,50,680,0
2024-02-12,Product B,435,104,0,104,331,662.0,0,2080,0
2024-02-12,Product C,374,122,0,122,252,378.00000000000006,0,1830,0
2024-02-12,Product D,449,90,0,90,359,1077.0,0,2700,0
2024-02-12,Product E,385,83,0,83,302,755.0000000000001,0,2075,0
2024-02-13,Product A,476,87,0,87,389,389.00000000000006,0,870,0
2024-02-13,Product B,331,102,0,102,229,458.00000000000006,0,2040,0
2024-02-13,Product C,252,111,365,111,506,759.0,50,1665,0
2024-02-13,Product D,359,109,0,109,250,750.0,0,3270,0
2024-02-13,Product E,302,82,0,82,220,550.0,0,2050,0
2024-02-14,Product A,389,133,0,133,256,256.0,0,1330,0
2024-02-14,Product B,229,126,365,126,468,936.0000000000001,50,2520,0
2024-02-14,Product C,506,95,0,95,411,616.5,0,1425,0
2024-02-14,Product D,250,106,365,106,509,1527.0000000000002,50,3180,0
2024-02-14,Product E,220,103,365,103,482,1205.0,50,2575,0
2024-02-15,Product A,256,112,365,112,509,509.00000000000006,50,1120,0
2024-02-15,Product B,468,131,0,131,337,674.0,0,2620,0
2024-02-15,Product C,411,115,0,115,296,444.0,0,1725,0
2024-02-15,Product D,509,111,0,111,398,1194.0000000000002,0,3330,0
2024-02-15,Product E,482,116,0,116,366,915.0,0,2900,0
2024-02-16,Product A,509,122,0,122,387,387.0,0,1220,0
2024-02-16,Product B,337,117,0,117,220,440.0,0,2340,0
2024-02-16,Product C,296,101,0,101,195,292.5,0,1515,0
2024-02-16,Product D,398,99,0,99,299,897.0000000000001,0,2970,0
2024-02-16,Product E,366,97,0,97,269,672.5,0,2425,0
2024-02-17,Product A,387,86,0,86,301,301.0,0,860,0
2024-02-17,Product B,220,129,365,129,456,912.0,50,2580,0
2024-02-17,Product C,195,100,365,100,460,690.0,50,1500,0
2024-02-17,Product D,299,83,0,83,216,648.0,0,2490,0
2024-02-17,Product E,269,112,365,112,522,1305.0,50,2800,0
2024-02-18,Product A,301,87,0,87,214,214.00000000000003,0,870,0
2024-02-18,Product B,456,81,0,81,375,750.0,0,1620,0
2024-02-18,Product C,460,108,0,108,352,528.0,0,1620,0
2024-02-18,Product D,216,105,365,105,476,1428.0,50,3150,0
2024-02-18,Product E,522,124,0,124,398,995.0000000000001,0,3100,0
2024-02-19,Product A,214,100,365,100,479,479.00000000000006,50,1000,0
2024-02-19,Product B,375,108,0,108,267,534.0,0,2160,0
2024-02-19,Product C,352,107,0,107,245,367.5,0,1605,0
2024-02-19,Product D,476,109,0,109,367,1101.0,0,3270,0
2024-02-19,Product E,398,115,0,115,283,707.5,0,2875,0
2024-02-20,Product A,479,102,0,102,377,377.0,0,1020,0
2024-02-20,Product B,267,112,365,112,520,1040.0,50,2240,0
2024-02-20,Product C,245,97,365,97,513,769.5000000000001,50,1455,0
2024-02-20,Product D,367,80,0,80,287,861.0000000000001,0,2400,0
2024-02-20,Product E,283,127,365,127,521,1302.5,50,3175,0
2024-02-21,Product A,377,102,0,102,275,275.0,0,1020,0
2024-02-21,Product B,520,116,0,116,404,808.0000000000001,0,2320,0
2024-02-21,Product C,513,97,0,97,416,624.0,0,1455,0
2024-02-21,Product D,287,131,365,131,521,1563.0,50,3930,0
2024-02-21,Product E,521,86,0,86,435,1087.5,0,2150,0
2024-02-22,Product A,275,145,365,145,495,495.0,50,1450,0
2024-02-22,Product B,404,126,0,126,278,556.0,0,2520,0
2024-02-22,Product C,416,99,0,99,317,475.50000000000006,0,1485,0
2024-02-22,Product D,521,95,0,95,426,1278.0,0,2850,0
2024-02-22,Product E,435,131,0,131,304,760.0,0,3275,0
2024-02-23,Product A,495,91,0,91,404,404.00000000000006,0,910,0
2024-02-23,Product B,278,110,365,110,533,1066.0,50,2200,0
2024-02-23,Product C,317,106,0,106,211,316.5,0,1590,0
2024-02-23,Product D,426,115,0,115,311,933.0,0,3450,0
2024-02-23,Product E,304,147,365,147,522,1305.0,50,3675,0
2024-02-24,Product A,404,141,0,141,263,263.0,0,1410,0
2024-02-24,Product B,533,151,0,151,382,764.0,0,3020,0
2024-02-24,Product C,211,138,365,138,438,657.0000000000001,50,2070,0
2024-02-24,Product D,311,113,0,113,198,594.0,0,3390,0
2024-02-24,Product E,522,120,0,120,402,1005.0000000000001,0,3000,0
2024-02-25,Product A,263,117,365,117,511,511.0,50,1170,0
2024-02-25,Product B,382,105,0,105,277,554.0,0,2100,0
2024-02-25,Product C,438,121,0,121,317,475.50000000000006,0,1815,0
2024-02-25,Product D,198,106,365,106,457,1371.0,50,3180,0
2024-02-25,Product E,402,92,0,92,310,775.0,0,2300,0
2024-02-26,Product A,511,108,0,108,403,403.00000000000006,0,1080,0
2024-02-26,Product B,277,112,365,112,530,1060.0,50,2240,0
2024-02-26,Product C,317,130,0,130,187,280.5,0,1950,0
2024-02-26,Product D,457,124,0,124,333,999.0000000000001,0,3720,0
2024-02-26,Product E,310,133,0,133,177,442.5,0,3325,0
2024-02-27,Product A,403,125,0,125,278,278.0,0,1250,0
2024-02-27,Product B,530,134,0,134,396,792.0,0,2680,0
2024-02-27,Product C,187,117,365,117,435,652.5,50,1755,0
2024-02-27,Product D,333,107,0,107,226,678.0,0,3210,0
2024-02-27,Product E,177,125,365,125,417,1042.5,50,3125,0
2024-02-28,Product A,278,125,365,125,518,518.0,50,1250,0
2024-02-28,Product B,396,134,0,134,262,524.0,0,2680,0
2024-02-28,Product C,435,97,0,97,338,507.00000000000006,0,1455,0
2024-02-28,Product D,226,92,365,92,499,1497.0000000000002,50,2760,0
2024-02-28,Product E,417,122,0,122,295,737.5,0,3050,0
2024-02-29,Product A,518,142,0,142,376,376.0,0,1420,0
2024-02-29,Product B,262,101,365,101,526,1052.0,50,2020,0
2024-02-29,Product C,338,93,0,93,245,367.5,0,1395,0
2024-02-29,Product D,499,116,0,116,383,1149.0000000000002,0,3480,0
2024-02-29,Product E,295,108,0,108,187,467.5,0,2700,0
2024-03-01,Product A,376,183,0,183,193,193.0,0,1830,0
2024-03-01,Product B,526,161,0,161,365,730.0,0,3220,0
2024-03-01,Product C,245,155,365,155,455,682.5,50,2325,0
2024-03-01,Product D,383,130,0,130,253,759.0,0,3900,0
2024-03-01,Product E,187,154,365,154,398,995.0000000000001,50,3850,0
2024-03-02,Product A,193,2500,365,193,365,365.0,50,1930,1
2024-03-02,Product B,365,2500,365,365,365,730.0,50,7300,1
2024-03-02,Product C,455,2500,365,455,365,547.5,50,6825,1
2024-03-02,Product D,253,2500,365,253,365,1095.0,50,7590,1
2024-03-02,Product E,398,2500,365,398,365,912.5,50,9950,1
2024-03-03,Product A,365,2307,365,365,365,365.0,50,3650,1
2024-03-03,Product B,365,2135,365,365,365,730.0,50,7300,1
2024-03-03,Product C,365,2045,365,365,365,547.5,50,5475,1
2024-03-03,Product D,365,2247,365,365,365,1095.0,50,10950,1
2024-03-03,Product E,365,2102,365,365,365,912.5,50,9125,1
2024-03-04,Product A,365,1942,365,365,365,365.0,50,3650,1
2024-03-04,Product B,365,1770,365,365,365,730.0,50,7300,1
2024-03-04,Product C,365,1680,365,365,365,547.5,50,5475,1
2024-03-04,Product D,365,1882,365,365,365,1095.0,50,10950,1
2024-03-04,Product E,365,1737,365,365,365,912.5,50,9125,1
2024-03-05,Product A,365,1577,365,365,365,365.0,50,3650,1
2024-03-05,Product B,365,1405,365,365,365,730.0,50,7300,1
2024-03-05,Product C,365,1315,365,365,365,547.5,50,5475,1
2024-03-05,Product D,365,1517,365,365,365,1095.0,50,10950,1
2024-03-05,Product E,365,1372,365,365,365,912.5,50,9125,1
2024-03-06,Product A,365,1212,365,365,365,365.0,50,3650,1
2024-03-06,Product B,365,1040,365,365,365,730.0,50,7300,1
2024-03-06,Product C,365,950,365,365,365,547.5,50,5475,1
2024-03-06,Product D,365,1152,365,365,365,1095.0,50,10950,1
2024-03-06,Product E,365,1007,365,365,365,912.5,50,9125,1
2024-03-07,Product A,365,847,365,365,365,365.0,50,3650,1
2024-03-07,Product B,365,675,365,365,365,730.0,50,7300,1
2024-03-07,Product C,365,585,365,365,365,547.5,50,5475,1
2024-03-07,Product D,365,787,365,365,365,1095.0,50,10950,1
2024-03-07,Product E,365,642,365,365,365,912.5,50,9125,1
2024-03-08,Product A,365,482,365,365,365,365.0,50,3650,1
2024-03-08,Product B,365,310,365,310,420,840.0,50,6200,0
2024-03-08,Product C,365,220,365,220,510,765.0,50,3300,0
2024-03-08,Product D,365,422,365,365,365,1095.0,50,10950,1
2024-03-08,Product E,365,277,365,277,453,1132.5,50,6925,0
2024-03-09,Product A,365,160,0,160,205,205.0,0,1600,0
2024-03-09,Product B,420,172,0,172,248,496.0,0,3440,0
2024-03-09,Product C,510,156,0,156,354,531.0,0,2340,0
2024-03-09,Product D,365,140,0,140,225,675.0,0,4200,0
2024-03-09,Product E,453,132,0,132,321,802.5,0,3300,0
2024-03-10,Product A,205,179,365,179,391,391.0,50,1790,0
2024-03-10,Product B,248,159,365,159,454,908.0000000000001,50,3180,0
2024-03-10,Product C,354,136,0,136,218,327.0,0,2040,0
2024-03-10,Product D,225,142,365,142,448,1344.0000000000002,50,4260,0
2024-03-10,Product E,321,137,0,137,184,460.00000000000006,0,3425,0
2024-03-11,Product A,391,190,0,190,201,201.0,0,1900,0
2024-03-11,Product B,454,177,0,177,277,554.0,0,3540,0
2024-03-11,Product C,218,160,365,160,423,634.5000000000001,50,2400,0
2024-03-11,Product D,448,143,0,143,305,915.0,0,4290,0
2024-03-11,Product E,184,167,365,167,382,955.0000000000001,50,4175,0
2024-03-12,Product A,201,165,365,165,401,401.0,50,1650,0
2024-03-12,Product B,277,171,365,171,471,942.0,50,3420,0
2024-03-12,Product C,423,131,0,131,292,438.00000000000006,0,1965,0
2024-03-12,Product D,305,158,365,158,512,1536.0,50,4740,0
2024-03-12,Product E,382,185,0,185,197,492.50000000000006,0,4625,0
2024-03-13,Product A,401,171,0,171,230,230.0,0,1710,0
2024-03-13,Product B,471,145,0,145,326,652.0,0,2900,0
2024-03-13,Product C,292,137,365,137,520,780.0,50,2055,0
2024-03-13,Product D,512,173,0,173,339,1017.0,0,5190,0
2024-03-13,Product E,197,163,365,163,399,997.5000000000001,50,4075,0
2024-03-14,Product A,230,181,365,181,414,414.00000000000006,50,1810,0
2024-03-14,Product B,326,161,365,161,530,1060.0,50,3220,0
2024-03-14,Product C,520,140,0,140,380,570.0,0,2100,0
2024-03-14,Product D,339,140,0,140,199,597.0000000000001,0,4200,0
2024-03-14,Product E,399,178,0,178,221,552.5,0,4450,0
2024-03-15,Product A,414,174,0,174,240,240.0,0,1740,0
2024-03-15,Product B,530,162,0,162,368,736.0000000000001,0,3240,0
2024-03-15,Product C,380,155,0,155,225,337.5,0,2325,0
2024-03-15,Product D,199,191,365,191,373,1119.0000000000002,50,5730,0
2024-03-15,Product E,221,210,365,210,376,940.0,50,5250,0
2024-03-16,Product A,240,169,365,169,436,436.0,50,1690,0
2024-03-16,Product B,368,162,0,162,206,412.0,0,3240,0
2024-03-16,Product C,225,165,365,165,425,637.5,50,2475,0
2024-03-16,Product D,373,181,0,181,192,576.0000000000001,0,5430,0
2024-03-16,Product E,376,125,0,125,251,627.5,0,3125,0
2024-03-17,Product A,436,168,0,168,268,268.0,0,1680,0
2024-03-17,Product B,206,181,365,181,390,780.0,50,3620,0
2024-03-17,Product C,425,194,0,194,231,346.5,0,2910,0
2024-03-17,Product D,192,175,365,175,382,1146.0,50,5250,0
2024-03-17,Product E,251,135,365,135,481,1202.5,50,3375,0
2024-03-18,Product A,268,164,365,164,469,469.00000000000006,50,1640,0
2024-03-18,Product B,390,170,0,170,220,440.0,0,3400,0
2024-03-18,Product C,231,171,365,171,425,637.5,50,2565,0
2024-03-18,Product D,382,167,0,167,215,645.0,0,5010,0
2024-03-18,Product E,481,171,0,171,310,775.0,0,4275,0
2024-03-19,Product A,469,176,0,176,293,293.0,0,1760,0
2024-03-19,Product B,220,155,365,155,430,860.0,50,3100,0
2024-03-19,Product C,425,177,0,177,248,372.0,0,2655,0
2024-03-19,Product D,215,163,365,163,417,1251.0,50,4890,0
2024-03-19,Product E,310,179,365,179,496,1240.0,50,4475,0
2024-03-20,Product A,293,194,365,194,464,464.00000000000006,50,1940,0
2024-03-20,Product B,430,146,0,146,284,568.0,0,2920,0
2024-03-20,Product C,248,183,365,183,430,645.0,50,2745,0
2024-03-20,Product D,417,184,0,184,233,699.0,0,5520,0
2024-03-20,Product E,496,161,0,161,335,837.5,0,4025,0
2024-03-21,Product A,464,186,0,186,278,278.0,0,1860,0
2024-03-21,Product B,284,169,365,169,480,960.0,50,3380,0
2024-03-21,Product C,430,157,0,157,273,409.5,0,2355,0
2024-03-21,Product D,233,153,365,153,445,1335.0,50,4590,0
2024-03-21,Product E,335,169,365,169,531,1327.5,50,4225,0
2024-03-22,Product A,278,197,365,197,446,446.0,50,1970,0
2024-03-22,Product B,480,161,0,161,319,638.0,0,3220,0
2024-03-22,Product C,273,137,365,137,501,751.5,50,2055,0
2024-03-22,Product D,445,192,0,192,253,759.0,0,5760,0
2024-03-22,Product E,531,169,0,169,362,905.0000000000001,0,4225,0
2024-03-23,Product A,446,126,0,126,320,320.0,0,1260,0
2024-03-23,Product B,319,175,365,175,509,1018.0000000000001,50,3500,0
2024-03-23,Product C,501,180,0,180,321,481.5,0,2700,0
2024-03-23,Product D,253,164,365,164,454,1362.0000000000002,50,4920,0
2024-03-23,Product E,362,156,0,156,206,515.0,0,3900,0
2024-03-24,Product A,320,157,365,157,528,528.0,50,1570,0
2024-03-24,Product B,509,165,0,165,344,688.0,0,3300,0
2024-03-24,Product C,321,197,365,197,489,733.5000000000001,50,2955,0
2024-03-24,Product D,454,175,0,175,279,837.0000000000001,0,5250,0
